"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3785","OR_WTC38 - Not Ordered modal prevents adding duplicate SKU","chromium","2026-05-15","passed","2026-05-15","Order & Receiving","","",""
"","180004","OR_WTC25 - Worksheets: item quantity validations, print without selection guard, finalize exception/unviewed guards, below-min-order prompt","chromium","2026-05-15","broken","2026-05-15","Order & Receiving","","",""
"","6616","OR_WTC29 - Cancel PO item shows confirmation dialog","chromium","2026-05-15","failed","2026-05-15","Order & Receiving","","",""
"","5258","OR_WTC32 - Sessions Audit modal opens and contains input fields","chromium","2026-05-15","passed","2026-05-15","Order & Receiving","","",""
"","6763","OR_WTC18 - Receive Without PO: Actions panel collapse and expand behavior","chromium","2026-05-15","passed","2026-05-15","Order & Receiving","","",""
"","3855","OR_WTC53 - ISPCom: PO page controls are present for offline PO number validation","chromium","2026-05-15","passed","2026-05-15","Order & Receiving","","",""
"","8164","OR_WTC14 - Receive Without PO: blank search guard, delete confirmation, finalize no-items guard","chromium","2026-05-15","passed","2026-05-15","Order & Receiving","","",""
"","6021","OR_WTC48 - RWOPO grid filter reduces rows and paginator is present when applicable","chromium","2026-05-15","passed","2026-05-15","Order & Receiving","","",""
"","8123","OR_WTC50 - Worksheets Add Items opens dialog; duplicate item shows prevention message","chromium","2026-05-15","passed","2026-05-15","Order & Receiving","","",""
"","11539","OR_WTC21 - Worksheets: Actions panel collapse/expand and worksheet row expand/collapse","chromium","2026-05-15","passed","2026-05-15","Order & Receiving","","",""
"","3955","OR_WTC04 - Row selection enables action buttons; no-selection keeps them disabled","chromium","2026-05-15","passed","2026-05-15","Order & Receiving","","",""
"","9068","OR_WTC31 - Sessions Print without selection shows guard; with selection triggers response","chromium","2026-05-15","failed","2026-05-15","Order & Receiving","","",""
"","16743","OR_WTC20 - Worksheets: search by Vendor Name, SKU/UPC Number, and Item Description","chromium","2026-05-15","passed","2026-05-15","Order & Receiving","","",""
"","7287","OR_WTC52 - Worksheets Delete shows confirmation dialog for item or worksheet","chromium","2026-05-15","passed","2026-05-15","Order & Receiving","","",""
"","5265","OR_WTC13 - Receive Without PO: load controls, PO number, vendor selection modal validation","chromium","2026-05-15","passed","2026-05-15","Order & Receiving","","",""
"","21305","OR_WTC19 - Receive Without PO: Vendor modal filter input and pagination navigation","chromium","2026-05-15","failed","2026-05-15","Order & Receiving","","",""
"","6187","OR_WTC46 - RWOPO Finalize with no items shows guard message","chromium","2026-05-15","failed","2026-05-15","Order & Receiving","","",""
"","16196","OR_WTC16 - Worksheets: create new, add items, approve, delete confirmations, finalize guards","chromium","2026-05-15","passed","2026-05-15","Order & Receiving","","",""
"","4162","OR_WTC27 - Filter Purchase Orders with no-match criteria shows no-results state","chromium","2026-05-15","passed","2026-05-15","Order & Receiving","","",""
"","2145","OR_WTC43 - Finalize fully-received PO shows success or completion message","chromium","2026-05-15","passed","2026-05-15","Order & Receiving","","",""
"","19052","OR_WTC36 - PO Receive quantity over threshold triggers warning prompt","chromium","2026-05-15","passed","2026-05-15","Order & Receiving","","",""
"","2049","OR_WTC39 - Not Ordered modal blocks adding item with zero quantity","chromium","2026-05-15","passed","2026-05-15","Order & Receiving","","",""
"","5851","OR_WTC44 - RWOPO vendor selection modal opens, filter works, and vendor can be selected","chromium","2026-05-15","failed","2026-05-15","Order & Receiving","","",""
"","15208","OR_WTC12 - Receive All confirm, Clear confirm, Close prompt, and Finalize no-records guard","chromium","2026-05-15","passed","2026-05-15","Order & Receiving","","",""
"","2057","OR_WTC40 - PO Receive Clear action shows confirmation dialog","chromium","2026-05-15","passed","2026-05-15","Order & Receiving","","",""
"","13838","OR_WTC08 - Sessions expand rows, print without selection, audit dialog required field validations","chromium","2026-05-15","passed","2026-05-15","Order & Receiving","","",""
"","7408","OR_WTC49 - Worksheets New button opens vendor selection dialog","chromium","2026-05-15","passed","2026-05-15","Order & Receiving","","",""
"","16400","OR_WTC03 - Filter by criteria, reset, empty criteria validation, and no-match behavior","chromium","2026-05-15","passed","2026-05-15","Order & Receiving","","",""
"","7332","OR_WTC07 - Load PO Receiving Sessions page and verify metadata, buttons, and session grid","chromium","2026-05-15","passed","2026-05-15","Order & Receiving","","",""
"","20875","OR_WTC23 - PO Receive: fully-received PO shows guard message; closed/cancelled lines prompt reopen confirmation","chromium","2026-05-15","passed","2026-05-15","Order & Receiving","","",""
"","2094","OR_WTC41 - PO Receive Close button shows prompt or Back button is available","chromium","2026-05-15","passed","2026-05-15","Order & Receiving","","",""
"","2133","OR_WTC33 - Sessions Audit modal shows required-field validation on empty submit","chromium","2026-05-15","passed","2026-05-15","Order & Receiving","","",""
